Date,apple_kg,banana_kg,guava_kg,mangoes_kg,pomegranate_kg,orange_kg,lemon_kg,grapes_kg,watermelon_kg,muskmelon_kg,onion_kg,carrot_kg,garlic_kg,coriander_kg,cucumber_kg,radish_kg,cabbage_kg,cauliflower_kg,tomato_kg,potato_kg,ginger_kg,broccoli_kg,lady_finger_kg,chillies_kg,brinjal_kg,bitter_gourd_kg,spinach_kg,pumpkin_kg,pointed_gourd_kg,beetroot_kg,capsicum_kg,green_peas_kg
2022-08-28,129.67,178.45,133.3,9.63,59.59,82.35,64.55,48.14,15.06,10.57,213.0,44.2,49.79,26.29,95.58,58.85,80.9,48.18,229.44,312.88,42.29,0.0,56.26,30.91,72.82,37.89,45.53,45.34,35.68,25.72,50.37,34.85
2022-08-29,135.93,176.62,155.89,11.73,61.78,70.88,47.98,45.59,10.64,11.38,204.89,41.94,44.45,27.65,52.11,41.41,59.2,40.51,230.76,268.9,30.94,16.03,45.62,26.59,55.66,24.6,31.53,43.37,43.11,31.18,46.39,40.54
2022-08-30,125.01,168.91,117.41,10.67,58.7,58.45,45.02,42.74,11.38,8.32,250.61,39.04,48.26,20.2,73.51,48.49,69.18,41.4,219.59,276.92,30.25,21.35,49.31,26.08,62.92,32.4,35.14,40.47,36.72,31.63,52.34,34.33
2022-08-31,115.91,231.68,127.02,12.36,63.04,92.52,48.82,38.28,11.45,9.69,201.73,38.95,50.46,26.32,69.24,57.86,62.6,50.54,208.58,292.52,32.3,20.39,63.85,24.13,66.84,24.5,32.56,38.31,38.29,32.22,54.74,30.83
2022-09-01,128.92,139.01,125.74,11.93,61.45,61.26,51.92,45.0,13.43,9.55,149.33,45.73,51.06,31.05,66.42,48.15,81.61,44.6,153.12,240.82,29.91,23.55,58.08,22.99,66.06,29.8,55.42,42.42,35.74,33.19,41.92,35.54
2022-09-02,135.32,162.14,128.64,9.46,72.09,87.29,57.76,48.93,12.44,9.6,212.4,54.49,54.63,26.25,78.75,59.75,59.83,38.16,162.18,287.27,48.01,22.02,38.26,20.86,66.93,24.09,45.26,0.0,32.41,24.49,53.1,33.09
2022-09-03,134.5,187.43,172.97,9.74,77.53,87.43,49.94,49.48,11.97,11.61,270.13,54.48,38.12,29.14,70.96,54.07,79.05,50.49,209.22,328.26,49.24,21.42,67.13,33.42,65.7,27.95,51.68,48.02,39.85,35.58,43.44,45.55
2022-09-04,138.0,178.6,150.95,9.71,76.14,75.7,58.2,45.62,15.57,10.42,228.95,57.03,46.11,30.16,92.28,62.92,68.33,40.92,235.85,242.78,31.51,21.72,58.7,30.94,76.53,29.75,49.4,42.07,37.98,33.67,0.0,38.36
2022-09-05,121.32,189.72,118.88,9.2,57.89,66.31,52.15,50.47,11.26,7.74,252.09,52.81,39.43,28.66,51.29,50.61,65.68,42.14,177.67,261.46,29.56,20.2,51.89,23.84,61.67,26.04,36.94,31.81,28.86,29.52,55.79,37.24
2022-09-06,119.18,164.88,148.22,9.37,63.38,58.12,53.27,50.7,11.61,7.9,269.05,54.96,54.84,25.1,65.2,43.67,54.4,47.98,177.07,260.26,27.08,19.51,59.88,20.4,58.28,33.4,40.24,31.12,28.96,39.19,59.04,35.55
2022-09-07,108.78,149.14,137.46,9.67,57.31,72.34,47.98,43.9,10.98,9.31,225.73,43.72,45.48,24.63,75.89,0.0,69.26,42.2,229.34,295.2,31.41,20.15,61.78,26.61,71.94,30.06,40.87,41.08,33.21,33.69,55.98,29.65
2022-09-08,107.74,182.57,119.16,10.84,66.65,57.8,53.16,47.15,12.55,7.01,274.77,54.03,44.71,32.86,69.68,43.13,73.87,36.19,195.75,334.54,35.16,18.6,51.24,24.23,47.59,26.19,55.45,43.65,37.02,34.87,48.19,40.39
2022-09-09,128.82,0.0,145.41,9.63,59.0,82.36,54.67,50.43,11.82,8.69,276.18,0.0,42.78,25.87,62.37,47.13,53.17,41.71,163.2,277.28,35.63,21.63,58.26,0.0,61.12,31.54,32.77,49.41,33.21,25.44,45.79,28.1
2022-09-10,151.9,185.74,118.84,11.3,63.11,83.33,53.66,54.73,16.09,9.51,291.57,50.96,47.61,29.95,71.45,69.9,65.18,53.68,236.55,357.04,0.0,23.36,63.72,25.07,62.77,36.01,49.57,47.36,37.34,33.96,63.65,36.6
2022-09-11,129.78,236.34,122.7,9.24,69.08,80.36,57.38,52.63,13.96,10.66,271.14,48.58,47.58,28.55,80.66,57.58,81.65,42.37,0.0,355.47,40.81,22.05,50.59,26.58,73.94,34.66,47.0,40.18,41.62,36.93,68.1,38.65
2022-09-12,115.56,190.48,101.59,9.14,68.57,72.86,49.17,48.62,11.06,7.55,229.2,0.0,42.9,28.94,0.0,45.5,61.6,45.0,210.53,235.51,39.0,17.44,56.5,24.51,55.51,30.44,50.87,45.98,33.15,30.66,44.93,25.49
2022-09-13,93.63,187.89,95.54,9.09,67.25,74.77,45.72,47.53,12.3,9.54,226.79,56.89,42.4,24.84,80.18,50.36,63.52,48.25,191.85,274.25,41.52,19.65,54.57,27.03,49.84,30.47,43.38,40.72,45.08,34.55,53.17,30.71
2022-09-14,91.33,190.99,144.15,8.07,56.73,69.04,42.58,45.3,14.61,8.63,217.52,54.85,53.2,26.47,67.47,53.55,55.56,43.64,202.6,255.76,37.34,20.54,46.19,23.21,57.81,26.01,38.16,46.05,0.0,27.63,47.07,33.97
2022-09-15,139.64,189.81,128.83,9.6,71.31,70.17,46.51,38.9,10.54,9.23,234.46,45.45,56.98,30.31,66.68,48.12,74.07,41.91,176.42,271.25,34.99,19.52,59.24,26.65,58.52,29.77,40.12,37.4,38.62,34.2,52.6,34.18
2022-09-16,109.64,175.21,102.77,8.25,53.59,88.45,46.9,39.99,13.02,7.64,169.88,54.23,56.55,29.81,71.01,58.58,54.42,38.21,190.45,277.82,31.04,19.01,47.88,21.01,56.72,33.43,50.81,39.58,35.15,29.06,41.66,41.29
2022-09-17,86.59,184.9,140.39,10.66,62.18,91.09,47.59,53.5,10.86,10.74,293.15,58.12,40.35,28.9,63.3,51.42,71.14,43.44,209.45,317.19,39.69,17.24,56.48,27.9,58.09,39.93,47.37,49.31,54.28,30.03,66.74,42.39
2022-09-18,173.44,205.02,156.4,11.4,74.27,86.98,59.08,47.81,15.95,11.18,308.42,56.82,46.75,30.26,78.09,43.31,66.86,45.32,200.66,277.69,41.63,28.28,83.09,32.86,66.86,32.8,52.24,50.03,36.8,34.38,47.45,35.15
2022-09-19,111.94,174.82,114.85,11.77,45.85,67.59,55.12,47.57,11.64,12.48,168.29,56.31,33.14,24.08,86.94,55.46,70.9,45.13,191.24,253.11,33.62,18.01,50.01,30.74,48.59,27.36,44.23,41.86,37.85,29.72,44.54,25.48
2022-09-20,97.52,138.75,121.14,9.03,60.07,54.98,49.01,38.78,11.02,9.16,240.33,49.81,34.96,27.01,67.23,49.28,84.68,53.36,153.23,280.54,38.09,20.67,52.61,28.33,59.69,26.48,49.22,42.75,34.54,25.11,51.11,27.26
2022-09-21,121.43,157.71,156.8,10.15,57.86,76.55,49.85,41.18,14.5,9.94,259.13,48.27,56.8,33.61,69.43,56.16,51.37,37.88,217.91,266.79,36.35,17.67,44.94,20.33,59.98,33.12,43.45,44.53,0.0,30.36,58.43,33.01
2022-09-22,131.39,172.1,122.45,9.28,71.81,72.84,47.26,44.18,12.21,7.85,0.0,36.83,47.09,29.57,74.6,47.85,59.18,44.41,216.36,238.21,31.71,20.46,41.02,24.62,71.02,26.49,40.94,40.13,34.94,33.52,43.65,36.01
2022-09-23,129.62,200.61,103.84,0.0,52.38,69.98,49.52,33.67,12.26,10.3,216.22,52.76,49.47,24.05,79.92,52.56,61.44,46.82,192.63,253.92,32.33,20.68,68.21,25.0,62.21,28.72,40.0,40.77,32.83,35.13,48.29,30.38
2022-09-24,148.88,205.12,132.16,13.2,59.46,79.89,59.59,45.39,13.06,8.25,235.68,48.08,49.6,24.68,77.99,53.27,60.61,46.85,216.54,324.44,44.49,21.5,72.14,31.24,54.76,32.09,55.76,55.17,40.28,36.9,55.91,46.04
2022-09-25,118.75,180.75,114.09,11.46,81.74,69.12,58.21,46.83,13.13,0.0,230.27,47.13,50.1,27.02,74.22,54.54,72.1,46.62,213.2,257.68,30.28,21.84,46.07,28.48,71.68,35.86,47.01,42.04,35.42,30.67,62.8,37.22
2022-09-26,139.24,155.98,136.07,10.61,57.94,63.93,49.49,46.18,9.57,9.05,227.99,48.47,51.7,23.03,75.57,41.75,71.68,34.43,217.84,256.95,27.67,18.43,72.74,22.21,72.33,30.71,46.32,33.39,24.93,31.56,42.89,32.25
2022-09-27,140.22,205.62,112.84,12.02,68.25,81.35,46.9,0.0,12.99,7.46,251.84,41.97,45.43,26.5,61.27,43.49,66.49,42.6,185.8,220.16,30.4,25.25,66.72,28.38,55.58,36.65,51.79,40.81,41.64,24.64,53.9,41.8
2022-09-28,140.95,176.19,112.4,9.51,56.81,52.97,54.57,46.47,10.29,8.52,172.17,50.3,45.65,31.94,79.66,51.89,69.49,41.4,223.82,292.65,44.34,21.79,55.79,30.26,60.01,30.61,45.18,40.68,32.13,32.44,57.57,40.74
2022-09-29,123.72,118.19,0.0,8.54,55.24,79.9,47.45,45.49,13.67,9.93,195.09,49.24,48.96,30.62,76.8,55.45,58.69,39.96,168.21,336.67,36.51,20.13,49.05,27.38,58.61,33.25,47.25,34.6,38.42,32.1,51.68,37.42
2022-09-30,114.79,177.55,108.04,9.02,68.65,84.94,42.9,43.64,10.77,8.71,203.84,48.71,48.25,26.54,75.3,52.48,69.59,43.41,223.98,301.49,32.28,18.65,63.71,23.09,60.4,27.88,42.09,40.37,34.22,27.35,40.67,31.81
2022-10-01,127.17,218.69,118.23,9.46,84.08,85.51,56.97,46.86,13.88,9.74,203.28,52.62,50.67,27.87,79.95,49.85,74.16,41.33,164.86,271.76,40.97,24.12,67.07,34.82,47.79,34.31,48.64,37.43,40.2,32.44,60.95,46.21
2022-10-02,109.15,174.02,123.49,12.75,77.59,85.0,45.01,51.15,12.8,10.99,265.6,58.86,47.77,28.98,82.15,0.0,61.85,42.28,212.2,271.59,35.79,24.15,77.66,30.99,67.39,37.51,58.19,41.64,39.77,34.93,65.05,42.6
2022-10-03,112.24,181.46,140.17,12.42,56.37,63.86,51.72,52.02,11.66,8.8,233.32,50.32,42.27,28.58,73.34,44.64,64.81,42.71,218.36,290.79,34.96,17.71,68.42,27.12,59.89,32.95,49.14,42.23,33.16,32.05,48.2,33.06
2022-10-04,85.52,183.5,133.91,10.17,59.76,65.05,52.17,41.81,11.92,10.21,243.84,50.22,51.16,27.49,70.5,51.79,59.73,49.33,222.45,286.47,32.73,16.52,54.7,30.09,56.26,25.12,44.03,33.65,34.97,33.68,41.86,39.78
2022-10-05,129.22,211.33,159.05,14.68,72.06,92.18,62.71,74.91,17.22,11.18,221.85,58.64,61.78,32.67,85.62,62.04,120.97,55.14,228.32,413.92,49.17,25.14,75.52,37.47,79.81,35.25,61.09,52.61,51.51,33.19,50.83,42.57
2022-10-06,123.57,207.86,116.5,11.2,54.45,60.02,47.21,45.77,14.45,10.13,240.26,47.5,41.06,29.59,73.61,49.06,72.27,41.85,0.0,258.47,33.98,18.53,48.55,24.74,61.13,30.75,43.79,30.54,35.15,24.34,51.85,28.14
2022-10-07,116.35,183.88,132.67,12.11,54.12,64.44,55.47,49.96,11.63,7.08,251.66,43.35,50.12,23.6,58.18,46.5,65.72,41.68,209.1,226.09,32.36,16.71,49.22,29.62,61.87,28.79,48.43,37.62,39.07,24.03,49.72,31.99
2022-10-08,137.68,192.63,144.95,13.84,63.81,81.54,69.68,52.87,10.48,9.92,266.23,53.1,50.56,30.53,66.75,59.75,84.64,41.12,238.91,290.28,39.14,20.15,60.21,25.18,70.59,33.15,46.82,34.42,36.75,35.06,48.53,31.12
2022-10-09,145.8,197.5,138.21,8.77,68.17,75.89,56.2,53.77,15.74,10.06,247.49,49.43,40.16,28.49,89.81,53.05,78.17,45.06,292.44,285.18,37.16,19.55,66.27,0.0,54.43,32.07,54.23,51.48,38.67,36.76,60.7,37.33
2022-10-10,125.54,152.69,134.46,9.31,44.08,73.58,38.18,40.49,13.22,8.25,217.21,47.27,41.35,26.26,59.43,53.55,55.34,42.47,264.75,327.39,33.18,22.62,40.82,23.58,69.29,32.65,54.1,51.85,30.01,29.22,52.04,33.07
2022-10-11,124.27,151.88,109.34,10.03,60.05,81.32,46.56,42.65,10.72,9.2,230.63,47.5,45.16,23.73,77.87,36.95,78.29,42.36,230.51,278.27,28.93,20.54,69.21,25.53,64.96,30.22,45.82,39.48,36.27,28.86,49.54,30.82
2022-10-12,118.75,170.01,113.07,9.17,65.16,73.51,52.22,36.48,10.49,7.22,227.37,47.27,36.8,27.05,59.16,55.8,53.6,43.82,178.17,207.31,36.31,20.83,49.41,25.96,61.89,29.06,38.53,42.01,34.19,26.76,48.85,37.97
2022-10-13,109.15,171.3,135.29,9.7,61.24,0.0,49.26,44.06,12.82,9.23,0.0,52.7,46.82,23.41,66.8,44.46,77.02,36.52,188.1,279.52,46.1,21.7,54.11,24.54,58.39,38.1,44.42,34.79,35.42,33.13,51.91,34.38
2022-10-14,102.08,174.92,130.66,10.53,64.42,57.67,51.81,48.53,12.55,7.69,166.11,51.11,47.76,25.22,67.63,59.21,66.42,38.59,203.55,292.99,35.14,17.63,60.81,24.69,75.91,33.41,53.53,41.72,41.32,30.9,43.97,31.34
2022-10-15,126.11,235.28,105.86,8.29,73.46,90.88,56.99,49.39,16.65,8.35,233.01,45.56,56.74,29.2,62.65,53.5,72.07,37.49,212.38,322.02,37.44,23.38,62.49,29.24,54.52,0.0,50.64,52.54,38.39,35.76,62.77,36.18
2022-10-16,133.26,217.27,141.56,11.75,63.27,64.37,57.16,56.32,14.57,10.03,303.82,52.27,51.81,27.16,81.24,64.7,65.52,54.23,199.71,319.77,37.58,21.25,65.59,25.18,70.5,28.91,44.32,45.23,45.58,33.07,64.53,40.74
2022-10-17,120.74,141.63,157.85,11.15,58.85,67.17,38.55,43.13,11.34,7.38,169.24,48.7,41.62,31.26,57.12,39.73,66.85,39.57,222.92,266.22,39.54,22.62,55.28,26.85,66.32,38.47,44.18,45.25,31.26,29.03,48.91,37.75
2022-10-18,132.96,205.06,137.87,10.06,83.28,62.11,47.2,41.5,11.03,6.77,226.92,43.91,36.0,25.21,57.58,56.72,69.26,42.97,168.64,253.17,23.85,22.23,46.78,18.53,61.19,37.84,52.44,37.18,31.67,30.1,47.81,34.02
2022-10-19,117.7,169.85,0.0,7.27,55.93,55.02,46.67,42.43,12.35,9.38,262.89,49.25,35.8,25.86,56.81,45.33,68.55,41.56,148.72,224.46,35.26,23.13,63.43,25.12,55.87,32.57,41.83,31.97,31.41,29.76,45.12,30.04
2022-10-20,127.9,196.19,114.28,9.6,64.85,73.04,46.59,49.08,9.63,7.8,244.56,44.52,44.17,26.94,51.16,56.67,66.3,30.51,216.53,309.08,34.23,17.84,58.74,23.56,63.9,30.11,52.56,38.51,29.55,0.0,42.22,32.58
2022-10-21,0.0,171.5,131.4,10.4,50.92,76.79,53.68,53.95,10.04,9.49,249.02,47.86,44.16,22.58,75.12,49.96,63.24,35.67,215.59,275.3,33.97,19.54,51.07,30.93,53.54,27.18,43.77,37.03,35.17,26.41,47.17,35.87
2022-10-22,138.63,204.35,161.39,12.6,73.71,95.44,48.56,62.92,11.83,9.62,275.03,47.93,41.03,24.02,71.39,54.15,78.72,46.31,182.62,272.47,39.0,20.71,59.76,27.23,74.34,36.94,65.18,50.27,41.4,37.19,56.56,43.48
2022-10-23,137.46,172.63,111.84,12.38,61.39,83.21,43.2,54.28,12.66,10.03,203.59,52.91,52.28,29.2,73.49,64.89,68.78,49.66,182.04,294.34,34.34,20.51,56.44,28.6,59.26,41.25,47.4,50.37,48.65,31.49,60.99,35.68
2022-10-24,187.98,252.67,175.84,13.36,81.41,86.92,62.73,67.51,16.45,13.43,346.81,69.2,57.69,29.54,90.03,63.21,86.39,59.3,266.89,303.37,41.58,25.1,80.51,33.02,94.68,40.83,54.76,46.57,46.03,38.99,58.0,39.88
2022-10-25,116.36,198.83,120.9,9.24,49.84,67.56,45.33,37.47,13.11,9.32,261.26,52.07,39.87,27.94,64.11,59.74,67.94,35.06,205.46,262.53,28.47,21.36,44.13,21.99,63.93,26.13,32.62,42.48,41.1,31.29,49.17,36.69
2022-10-26,85.3,145.07,128.83,9.95,48.93,56.11,50.22,38.68,14.16,9.52,188.4,47.97,38.5,28.1,58.83,48.61,64.72,36.69,190.36,297.9,36.43,0.0,50.13,21.88,61.53,25.0,44.62,43.87,30.21,32.72,49.55,38.61
2022-10-27,115.77,199.21,104.6,7.98,59.58,68.44,45.29,40.69,13.82,9.47,210.21,59.65,53.26,27.94,63.24,50.44,53.7,43.46,185.36,279.67,25.15,18.0,52.47,21.41,59.49,29.69,43.64,37.81,31.84,29.6,52.93,33.73
2022-10-28,130.29,165.01,144.08,9.34,59.72,71.62,48.41,52.4,13.56,8.15,223.53,49.81,35.29,29.31,66.64,51.11,66.39,43.88,196.24,291.79,35.49,18.34,52.57,25.08,47.29,28.06,53.48,40.8,33.9,26.14,46.52,30.49
2022-10-29,115.42,244.0,166.45,12.87,65.62,85.55,53.3,58.58,13.0,10.38,235.79,58.53,61.56,0.0,65.38,48.43,74.41,38.98,240.17,323.88,36.18,18.87,53.89,27.11,67.51,29.79,55.93,48.42,34.07,40.59,65.64,35.78
2022-10-30,138.2,220.23,152.7,11.14,70.69,88.26,64.3,64.62,12.39,8.86,226.66,61.85,44.97,35.14,71.17,58.47,73.61,48.65,183.69,305.25,34.25,20.63,61.74,22.73,60.74,27.23,58.53,50.96,39.92,27.86,62.45,38.02
2022-10-31,102.4,192.46,152.18,10.46,67.95,76.08,45.43,40.58,12.79,9.27,202.96,44.01,55.61,27.61,76.39,45.32,63.36,41.32,201.42,255.15,35.0,22.32,44.21,30.41,61.04,36.27,50.79,40.92,29.28,26.31,51.05,31.13
2022-11-01,146.23,176.46,120.17,8.4,53.05,150.84,53.3,44.67,12.88,8.54,240.16,153.6,36.24,31.06,63.19,44.17,62.04,121.17,178.32,248.5,32.88,24.45,59.78,27.13,57.81,34.64,44.82,42.15,34.8,35.31,57.84,86.07
2022-11-02,113.9,236.91,129.88,11.24,58.76,145.23,49.45,36.45,10.69,8.74,248.1,147.55,47.18,22.45,71.11,44.1,64.91,148.54,256.64,306.42,34.9,19.01,66.07,25.6,57.22,28.49,67.6,31.03,34.51,34.17,53.29,93.21
2022-11-03,101.55,169.98,136.58,9.84,50.28,185.5,55.61,37.93,11.91,10.61,203.06,154.24,51.96,29.15,41.24,47.75,58.63,122.55,202.91,276.44,30.88,22.46,57.05,19.29,75.29,0.0,44.35,43.8,0.0,35.66,56.94,95.75
2022-11-04,112.5,158.17,131.6,10.41,47.2,130.06,59.39,43.62,10.96,9.43,247.91,160.7,52.1,26.17,72.32,58.23,76.22,116.92,235.78,274.01,35.93,23.62,48.18,26.33,57.95,31.37,47.24,34.5,40.66,28.1,55.14,95.62
2022-11-05,138.3,185.61,136.64,11.95,68.49,239.28,55.28,45.69,11.2,9.21,235.66,144.88,52.81,30.9,60.54,51.5,76.3,152.76,238.55,309.39,38.2,24.84,66.17,28.48,65.96,39.21,62.15,33.14,35.77,30.41,44.73,83.74
2022-11-06,142.71,227.39,138.39,12.53,58.86,173.27,45.17,45.76,14.2,8.08,212.74,199.39,51.9,31.98,81.23,58.28,75.28,152.01,275.58,281.58,42.42,17.83,58.99,31.09,76.07,41.14,56.16,48.25,47.54,37.6,58.71,152.68
2022-11-07,138.35,182.04,146.94,10.22,59.98,195.93,43.39,42.04,13.53,8.99,229.95,144.67,37.3,21.28,75.2,57.62,47.57,144.3,196.69,272.06,29.06,18.97,57.05,23.02,54.19,31.31,45.82,41.06,39.1,26.05,52.66,93.61
2022-11-08,110.83,178.78,125.62,9.86,61.44,158.16,42.14,53.1,14.69,7.33,222.3,138.41,50.16,22.62,71.46,48.63,73.68,134.65,199.91,240.46,32.86,22.98,55.41,23.73,69.92,27.22,48.2,34.1,36.22,27.22,51.27,87.75
2022-11-09,130.99,170.29,143.09,8.63,48.23,182.89,47.23,51.1,12.02,10.78,230.99,106.21,51.32,32.09,64.77,51.0,57.63,134.02,193.15,245.9,32.37,21.48,60.63,25.88,58.66,30.76,41.76,43.43,29.38,25.02,64.16,96.91
2022-11-10,95.73,177.66,124.83,8.31,62.52,145.89,46.35,39.94,9.76,8.77,0.0,164.35,45.28,28.52,56.71,58.77,60.8,0.0,181.16,281.03,36.92,21.98,56.93,23.62,55.16,29.21,43.07,0.0,35.55,27.89,56.15,114.59
2022-11-11,105.11,168.85,142.98,10.2,67.55,171.34,51.17,50.93,15.0,9.82,227.63,159.38,46.14,30.2,71.87,53.21,60.16,158.24,165.36,275.28,38.93,19.88,52.12,26.28,48.55,28.7,47.22,40.66,30.04,26.73,50.74,113.93
2022-11-12,111.44,217.94,142.48,11.67,71.83,150.54,61.71,46.13,16.99,8.41,245.49,157.43,67.47,35.03,71.26,58.71,75.72,124.06,230.3,158.68,39.46,23.07,55.77,24.54,77.12,20.83,44.36,48.36,41.86,28.71,65.34,124.83
2022-11-13,121.39,195.37,151.43,11.89,59.6,198.9,44.6,41.9,18.65,10.53,276.9,127.55,42.29,29.14,73.81,55.96,64.24,147.93,248.57,315.92,38.04,21.55,59.43,27.82,63.62,38.14,46.3,50.37,36.85,34.07,52.03,134.54
2022-11-14,130.28,166.1,115.97,9.04,59.52,145.57,49.88,41.86,15.72,10.06,237.96,0.0,47.32,31.13,61.01,59.52,71.01,109.31,163.3,286.69,37.88,22.43,61.62,23.06,58.47,31.51,35.41,38.52,40.08,28.71,51.57,90.11
2022-11-15,111.16,200.95,129.85,9.35,60.3,148.44,45.57,46.7,12.59,9.49,211.29,120.37,50.01,26.21,66.73,47.8,67.36,125.09,195.26,251.72,33.2,19.27,52.86,27.59,58.58,25.23,45.04,44.6,40.27,31.79,46.59,86.41
2022-11-16,0.0,158.79,116.18,10.18,58.89,161.51,50.08,40.47,12.25,9.73,210.66,162.31,35.7,28.49,66.26,47.02,59.7,124.66,186.64,260.3,41.47,20.23,58.39,31.29,56.78,34.1,45.8,39.14,37.74,26.22,50.28,107.6
2022-11-17,123.87,182.35,119.81,9.49,50.6,165.52,47.25,48.36,13.36,9.29,179.78,140.04,36.13,31.65,59.24,48.1,54.5,125.06,234.76,279.56,31.61,18.61,58.87,30.29,63.86,36.28,51.06,35.84,30.59,27.79,48.09,95.08
2022-11-18,126.78,138.62,120.97,13.01,54.22,181.45,53.99,42.2,10.22,8.44,183.17,128.02,41.04,28.91,70.73,53.73,67.13,99.36,172.93,237.1,26.59,18.03,53.68,19.98,66.9,27.01,40.49,37.16,33.48,24.51,50.65,110.87
2022-11-19,127.76,168.31,138.1,10.45,65.26,200.72,49.0,52.74,12.58,8.91,243.39,165.99,46.43,26.47,89.78,57.83,58.08,132.87,222.65,203.2,32.46,25.36,59.54,29.73,84.94,35.15,48.29,42.43,45.13,32.0,52.05,126.87
2022-11-20,117.62,192.78,157.87,11.77,68.7,194.34,51.42,44.67,13.48,9.08,272.59,168.77,45.56,29.6,0.0,50.07,66.15,181.22,242.84,238.8,36.96,25.06,60.97,25.78,79.08,32.59,55.32,30.25,50.95,37.59,57.94,115.92
2022-11-21,143.2,0.0,119.25,11.01,55.89,189.7,48.96,45.18,13.88,7.95,198.92,152.74,41.64,27.72,80.98,54.49,63.77,126.69,177.78,244.78,43.75,18.35,44.83,21.84,61.37,24.05,50.45,43.76,32.62,32.78,42.53,98.59
2022-11-22,114.16,168.44,128.24,11.09,42.74,178.6,47.82,40.61,13.96,10.81,239.24,128.99,41.79,28.72,63.18,53.1,63.2,139.68,199.13,252.19,30.8,20.66,57.77,26.46,66.45,30.75,50.16,41.98,35.59,29.68,48.62,118.04
2022-11-23,115.53,196.85,143.04,9.47,46.51,180.16,48.92,43.77,12.12,9.1,226.66,160.54,45.19,30.68,60.12,46.02,59.91,130.28,222.92,270.81,41.41,22.36,51.51,21.84,72.87,32.77,40.91,37.22,32.72,37.6,47.07,102.46
2022-11-24,117.27,198.21,134.87,10.68,56.3,148.27,40.92,55.6,10.35,10.18,200.43,140.43,40.01,28.75,52.97,52.11,70.48,155.94,177.47,293.54,35.19,24.96,56.18,28.57,67.6,30.78,36.35,42.37,30.83,24.68,35.44,93.95
2022-11-25,128.35,186.46,100.12,10.52,72.08,191.47,58.28,42.85,13.5,8.28,223.28,109.74,43.53,26.57,65.11,55.92,58.11,130.45,213.66,253.9,30.78,20.85,50.92,26.53,61.76,34.79,45.68,33.92,31.59,34.09,56.54,98.94
2022-11-26,110.3,176.65,116.76,12.02,70.08,211.15,52.45,43.21,11.49,10.82,248.91,112.96,50.3,28.99,74.1,54.21,66.99,141.99,178.08,271.62,37.35,24.9,71.96,31.18,71.67,34.18,50.23,47.69,38.81,29.59,67.83,0.0
2022-11-27,167.51,198.79,147.72,11.38,68.46,195.48,49.39,50.97,12.84,8.83,225.65,159.41,47.91,29.18,75.98,44.65,73.44,118.98,218.19,251.51,42.95,24.86,72.15,28.99,78.42,26.99,51.58,48.73,31.46,33.53,59.24,87.79
2022-11-28,115.14,221.57,118.52,11.02,54.12,187.68,43.76,45.6,12.57,8.61,237.34,142.11,47.31,25.26,58.9,49.42,65.59,106.81,227.39,239.29,33.81,21.84,58.86,21.52,46.94,27.5,46.99,33.19,39.32,32.22,50.02,0.0
2022-11-29,128.86,233.87,102.41,10.3,56.61,169.7,49.09,45.56,10.11,8.4,246.16,141.81,52.88,25.12,69.24,48.05,55.59,116.27,214.76,238.85,30.88,16.27,40.33,24.09,59.44,33.61,47.91,44.15,33.78,27.45,47.07,91.42
2022-11-30,101.7,201.18,117.47,8.5,46.06,203.66,49.93,48.03,11.15,10.65,213.51,148.55,37.58,30.12,67.25,38.45,65.19,122.11,229.15,264.32,33.06,20.56,53.94,29.17,45.39,21.03,47.97,39.2,35.91,28.06,57.39,81.82
2022-12-01,122.37,158.49,132.48,10.27,53.67,172.55,61.13,42.61,13.74,8.04,192.11,173.11,39.6,27.25,69.38,47.13,60.64,108.09,137.03,238.98,39.36,19.3,60.69,24.74,52.53,27.72,43.24,39.22,35.76,34.1,51.5,102.15
2022-12-02,146.61,177.68,120.81,10.41,62.19,168.99,56.12,48.58,13.36,9.53,247.57,142.82,49.18,25.32,71.1,0.0,60.17,126.62,143.07,250.69,45.34,17.95,70.44,0.0,43.19,30.64,44.05,33.23,33.87,30.34,54.37,104.05
2022-12-03,161.3,207.18,141.96,12.24,68.52,0.0,53.43,50.35,11.78,10.44,203.56,162.21,0.0,30.08,68.34,64.75,74.93,141.2,219.21,277.39,42.68,19.81,52.11,33.09,65.91,37.7,47.46,50.5,36.4,28.03,63.02,102.97
2022-12-04,143.87,203.42,136.75,11.42,61.87,233.86,66.93,42.91,14.28,12.85,256.45,150.93,55.6,28.59,76.37,64.84,64.13,168.88,201.04,292.43,46.78,20.86,45.5,28.88,80.73,39.48,55.52,50.55,35.89,32.27,61.04,107.15
2022-12-05,107.49,203.67,115.47,12.15,58.89,158.78,58.3,49.36,9.74,7.59,198.89,142.78,48.78,21.61,75.64,52.66,62.76,153.42,196.95,277.83,37.99,22.92,51.52,28.78,69.0,29.02,39.53,47.66,39.04,27.65,46.29,102.14
2022-12-06,137.46,195.81,129.55,9.9,60.05,177.32,44.14,46.01,13.19,10.19,190.13,153.13,41.59,28.79,70.51,49.05,64.2,136.43,224.24,272.0,37.95,17.61,50.75,24.78,0.0,29.88,55.0,45.69,29.4,24.25,47.65,101.62
